,Permno,Ticker,B/P,Mktcap,Ret
0,1,AA,0.5555555555555556,7.85,0.42
1,2,AAC,0.7692307692307692,1.23,0.0072
2,3,AAPL,0.027419797093501508,2416.3,0.06
4,5,AAWW,1.4285714285714286,1.86,0.0626
5,6,ABBV,0.061387354205033766,259.13,0.2973
6,7,ABC,0.018378974453225512,29.4,0.2708
8,9,ABTX,0.8928571428571428,814.32,0.1916
9,10,AC,1.1111111111111112,815.51,0.0129
10,11,ACC,0.341296928327645,9.06,0.3348
11,12,ACEL,0.1594896331738437,1.01,0.0209
12,13,ACET,0.4504504504504504,660.58,1.1596
13,14,ACEV,0.30120481927710846,141.71,0.031400000000000004
14,15,ACGL,0.7352941176470588,16.23,0.1917
15,16,ACHC,0.3731343283582089,6.78,0.32380000000000003
16,17,ACI,0.23640661938534277,14.28,0.2889
17,18,ACII,0.8064516129032259,423.97,0.0072
19,20,ACLS,0.27624309392265195,1.95,0.7863
20,21,ACM,0.27027027027027023,9.22,0.1294
21,22,ACNB,0.9259259259259258,265.75,0.1487
22,23,ACRS,0.18181818181818182,1.07,0.13449999999999998
23,24,ADC,0.6451612903225806,5.63,0.0471
24,25,ADER,0.7462686567164178,338.37,0.016
25,26,ADEX,0.7633587786259541,339.48,0.0176
26,27,ADI,0.44052863436123346,81.45,0.0155
27,28,ADM,0.5681818181818182,41.37,0.2851
28,29,ADMA,0.29940119760479045,411.26,0.4
29,30,ADP,0.04580852038479157,90.21,0.08560000000000001
30,31,ADTN,0.3205128205128205,1.64,0.16469999999999999
31,32,ADUS,0.40322580645161293,1.45,0.1211
32,33,AE,1.2048192771084338,138.53,0.2095
33,34,AEAC,0.7299270072992701,295.01,0.0165
34,35,AEE,0.44052863436123346,22.15,0.0296
35,36,AEG,2.7027027027027026,8.76,0.07629999999999999
36,37,AEHR,0.17825311942959002,241.96,0.4397
37,38,AEL,1.4705882352941175,3.32,0.2047
38,39,AEP,0.5025125628140703,47.58,0.09119999999999999
39,40,AFBI,1.1627906976744187,97.78,0.1286
40,41,AFG,0.42372881355932207,11.37,0.3165
41,42,AFL,0.8264462809917356,34.85,0.063
42,43,AFRI,0.7194244604316548,283.78,0.046
43,44,AGM,0.6535947712418301,1.06,0.0495
44,45,AGO,1.5625,3.53,0.24170000000000003
45,46,AGTI,0.33444816053511706,2.71,0.1401
46,47,AHH,0.5,1.14,0.0461
47,48,AIG,1.3157894736842106,39.63,0.1516
48,49,AIN,0.32894736842105265,2.55,0.039900000000000005
49,50,AIR,0.6535947712418301,1.55,0.2905
51,52,AIT,0.3048780487804878,3.57,0.10310000000000001
52,53,AIV,0.4694835680751174,1.08,0.1131
53,54,AIZ,0.53475935828877,9.13,0.111
54,55,AJG,0.25839793281653745,34.34,0.2187
55,56,ALB,0.23529411764705882,24.27,0.18780000000000002
56,57,ALC,0.5464480874316939,35.51,0.06280000000000001
57,58,ALCO,0.9900990099009901,265.82,0.012
58,59,ALEX,0.819672131147541,1.28,0.005600000000000001
59,60,ALJJ,0.0048543689320388345,86.95,0.5489
60,61,ALKS,0.2222222222222222,4.84,0.2734
61,62,ALPN,0.4166666666666667,273.15,0.0815
62,63,ALT,0.3731343283582089,484.99,0.2242
63,64,ALTU,0.7518796992481203,372.75,0.0143
64,65,AM,0.47619047619047616,4.76,0.0574
65,66,AMAL,0.8547008547008548,645.86,0.41119999999999995
66,67,AMCR,0.23809523809523808,18.84,0.12269999999999999
67,68,AMGN,0.006752194463200541,130.47,0.0024
70,71,AMN,0.18761726078799248,5.48,0.299
71,72,AMNB,0.8771929824561404,371.66,0.19579999999999997
72,73,AMPH,0.2717391304347826,1.72,0.8301999999999999
74,75,AMR,0.3484320557491289,2.56,5.3118
75,76,AMRK,0.6289308176100629,687.26,0.44310000000000005
76,77,AMTB,0.7352941176470588,972.84,0.41659999999999997
78,79,AMX,0.3048780487804878,61.06,0.2182
80,81,AN,0.303951367781155,7.06,0.1674
81,82,ANDE,1.0101010101010102,1.04,0.23
82,83,ANET,0.1287001287001287,31.47,0.15710000000000002
83,84,AON,0.01984126984126984,57.9,0.21559999999999999
84,85,AOSL,0.8264462809917356,977.9,0.488
86,87,APGB,0.7633587786259541,844.84,0.002
87,88,APH,0.15873015873015872,39.55,0.0039000000000000003
88,89,APLE,0.8695652173913044,3.59,0.13699999999999998
89,90,APOG,0.36496350364963503,870.87,0.12029999999999999
90,91,AQUA,0.15360983102918588,4.11,0.1124
91,92,AR,0.5,10.56,1.7815
92,93,ARC,1.4084507042253522,112.07,0.295
93,94,ARCB,0.5,1.89,0.48450000000000004
94,95,ARCH,0.4098360655737705,2.56,1.7159
95,96,ARCO,0.17006802721088435,1.34,0.2091
96,97,ARES,0.15503875968992248,17.55,0.0197
97,98,ARGX,0.15408320493066255,20.04,0.19030000000000002
98,99,ARKO,0.2114164904862579,1.1,0.1293
99,100,ARKR,0.7874015748031495,69.07,0.1418
100,101,ARL,1.0869565217391304,222.6,0.3447
101,102,ARLO,0.18726591760299627,587.72,0.1384
102,103,ARLP,0.4629629629629629,2.6,2.0366
103,104,ARMP,0.5376344086021505,144.37,0.034
104,105,AROC,0.6993006993006994,1.26,0.0315
105,106,ARTNA,0.3717472118959108,474.72,0.3483
106,107,ARW,0.6756756756756757,7.78,0.07919999999999999
107,108,ASB,1.3157894736842106,2.78,0.0334
108,109,ASC,1.0416666666666667,269.9,1.2893999999999999
109,110,ASGN,0.38759689922480617,4.7,0.0016
110,111,ASH,0.591715976331361,5.46,0.21100000000000002
111,112,ASIX,0.6578947368421053,978.34,0.2589
112,113,ASLE,0.49751243781094534,859.37,0.4351
113,114,ASO,0.425531914893617,3.41,0.1753
115,116,ASR,0.33003300330033003,5.65,0.1241
116,117,ASRT,0.8064516129032259,138.04,1.4677
117,118,ASRV,1.7241379310344829,65.91,0.0322
118,119,ASZ,0.6756756756756757,1.93,0.0031
119,120,ATEN,0.17574692442882248,1.01,0.2833
120,121,ATGE,0.7692307692307692,1.73,0.132
121,122,ATI,0.21691973969631234,2.95,0.2606
122,123,ATKR,0.2570694087403599,3.71,0.3276
123,124,ATLC,0.45248868778280543,612.16,0.023
125,126,ATNI,0.819672131147541,707.93,0.057800000000000004
126,127,ATO,0.5780346820809249,15.64,0.1467
127,128,ATRI,0.21231422505307856,1.13,0.0571
128,129,ATSG,0.6172839506172839,2.18,0.37329999999999997
129,130,AUB,0.9523809523809523,2.51,0.0102
131,132,AUY,0.9615384615384615,4.68,0.1675
132,133,AVAN,0.7575757575757576,745.18,0.022099999999999998
133,134,AVD,0.5813953488372093,659.4,0.3471
134,135,AVEO,0.16181229773462785,231.22,0.23550000000000001
135,136,AVGO,0.10090817356205853,201.46,0.09300000000000001
136,137,AVT,0.970873786407767,4.32,0.1637
137,138,AVTE,0.4081632653061224,376.61,0.10400000000000001
139,140,AXNX,0.16155088852988692,2.95,0.0728
140,141,AXR,1.1235955056179776,84.71,0.0757
141,142,AXS,1.0101010101010102,4.56,0.0983
142,143,AYI,0.32679738562091504,5.55,0.0653
143,144,AZN,0.17211703958691912,200.87,0.20679999999999998
145,146,AZPN,0.06506180871828238,11.8,0.24789999999999998
146,147,BAH,0.0851063829787234,12.25,0.053899999999999997
148,149,BANC,0.8620689655172414,1.1,0.1573
149,150,BANF,0.38910505836575876,2.93,0.6567000000000001
150,151,BANR,0.7751937984496123,1.97,0.1875
151,152,BAP,0.684931506849315,12.0,0.0861
152,153,BATRA,0.19342359767891684,27.79,0.0209
153,154,BATRK,0.21231422505307856,1.11,0.0101
154,155,BBSI,0.32679738562091504,552.6,0.1018
155,156,BBW,0.38167938931297707,252.85,0.18789999999999998
156,157,BCAC,0.7352941176470588,68.75,0.0366
157,158,BCBP,0.8264462809917356,293.96,0.3436
158,159,BCC,0.6578947368421053,2.51,0.4275
160,161,BCE,0.33222591362126247,45.0,0.018799999999999997
161,162,BCH,0.42016806722689076,8.86,0.0262
164,165,BCML,1.2345679012345678,274.56,0.1954
165,166,BCOR,0.37735849056603776,876.57,0.19649999999999998
166,167,BCPC,0.20920502092050208,4.14,0.0089
167,168,BCTX,0.5780346820809249,98.98,0.37920000000000004
169,170,BDC,0.3424657534246575,2.61,0.3325
170,171,BECN,0.4444444444444444,3.87,0.11130000000000001
172,173,BELFB,0.8928571428571428,184.9,0.4416
173,174,BENE,0.6172839506172839,142.14,0.0381
174,175,BF-A,0.08741258741258742,11.83,0.0526
175,176,BF-B,0.08,34.05,0.0121
176,177,BFS,0.19011406844106465,1.13,0.1421
177,178,BG,0.6711409395973155,13.53,0.2198
178,179,BGI,0.047528517110266164,94.08,1.0868
179,180,BGR,0.9523809523809523,312.04,0.2762
180,181,BGSF,0.7194244604316548,126.65,0.0331
181,182,BHB,0.9803921568627451,402.81,0.0194
182,183,BHF,4.0,3.03,0.0279
183,184,BHR,1.2658227848101264,362.03,0.0097
185,186,BIP,0.4854368932038835,24.52,0.0406
187,188,BITE,0.7936507936507936,252.3,0.0176
188,189,BJ,0.0778816199376947,9.36,0.44670000000000004
189,190,BKEP,2.0408163265306123,191.07,0.4462
190,191,BKH,0.6134969325153374,4.64,0.0924
191,192,BKR,0.6172839506172839,28.56,0.4361
192,193,BLDR,0.4444444444444444,11.12,0.6153
193,194,BLTS,0.7299270072992701,284.06,0.0175
194,195,BLU,0.27932960893854747,1.0,2.2787
195,196,BMO,0.7518796992481203,64.64,0.0033
196,197,BMRC,0.8,515.93,0.045700000000000005
197,198,BMRN,0.2770083102493075,15.86,0.0929
198,199,BMY,0.2012072434607646,152.34,0.10220000000000001
200,201,BOAC,1.8867924528301885,753.29,0.0143
201,202,BOAS,0.7751937984496123,282.33,0.0134
203,204,BORR,2.4390243902439024,385.81,0.9054000000000001
206,207,BP,0.6944444444444444,87.0,0.2152
207,208,BPOP,0.7462686567164178,5.92,0.15289999999999998
208,209,BPT,0.014841199168892847,364.42,3.5864
209,210,BRDG,0.2304147465437788,1.68,0.0079
210,211,BREZ,0.7407407407407407,150.54,0.0269
211,212,BRG,0.002669727954721414,777.16,1.3729
212,213,BRK-A,0.8130081300813008,616.41,0.035699999999999996
213,214,BRK-B,inf,689.03,0.039900000000000005
214,215,BRLI,0.6097560975609756,57.59,0.0215
215,216,BRN,0.6329113924050632,24.84,0.20379999999999998
216,217,BRO,0.2570694087403599,16.88,0.1553
217,218,BRPM,0.5714285714285714,275.63,0.32880000000000004
218,219,BRT,0.5263157894736842,419.28,0.3381
219,220,BRX,0.4310344827586207,6.24,0.005600000000000001
220,221,BRY,1.0416666666666667,583.42,0.385
221,222,BSBK,0.9433962264150942,162.54,0.10439999999999999
222,223,BSET,0.8771929824561404,208.8,0.0601
223,224,BSM,0.23094688221709006,2.93,0.45899999999999996
224,225,BSVN,0.6329113924050632,195.2,0.2506
226,227,BTI,0.819672131147541,92.25,0.12
227,228,BTU,0.6289308176100629,3.07,1.4419
228,229,BTWN,0.7575757575757576,738.59,0.008100000000000001
230,231,BUSE,0.9090909090909091,1.29,0.059000000000000004
231,232,BVH,0.4629629629629629,524.95,0.655
232,233,BW,0.030432136335970784,611.0,0.023700000000000002
233,234,BWAC,0.7575757575757576,108.77,0.032
234,235,BWB,0.6622516556291391,452.52,0.0581
235,236,BWFG,0.8547008547008548,244.45,0.17170000000000002
236,237,BXC,0.6666666666666666,718.58,1.0316
237,238,BY,0.8771929824561404,880.27,0.09609999999999999
238,239,BYD,0.25380710659898476,5.69,0.0554
240,241,CAAP,0.5780346820809249,856.98,0.0393
241,242,CAC,0.7352941176470588,636.14,0.009300000000000001
242,243,CACC,0.21052631578947367,6.96,0.1865
243,244,CACI,0.4444444444444444,6.59,0.0907
244,245,CAL,0.35211267605633806,999.72,0.23579999999999998
245,246,CALM,0.40322580645161293,2.57,0.5042
246,247,CALX,0.21645021645021645,2.67,0.0026
248,249,CAPL,0.06510416666666667,761.02,0.1115
249,250,CAPR,0.2192982456140351,107.27,0.011000000000000001
251,252,CARE,1.075268817204301,377.6,0.3299
252,253,CASY,0.30303030303030304,7.28,0.030699999999999998
253,254,CATC,0.7575757575757576,560.25,0.0011
254,255,CATY,0.7874015748031495,2.98,0.1388
255,256,CB,0.7194244604316548,78.32,0.155
256,257,CBFV,1.0204081632653061,118.94,0.0471
257,258,CBNK,0.6666666666666666,296.49,0.1093
258,259,CBOE,0.2747252747252747,12.83,0.0545
259,260,CBT,0.24038461538461536,3.74,0.3014
260,261,CBTX,0.7633587786259541,688.09,0.0875
261,262,CBZ,0.3508771929824561,2.15,0.33659999999999995
262,263,CC,0.2150537634408602,5.18,0.0968
263,264,CCB,0.4081632653061224,490.38,0.4335
264,265,CCBG,0.7142857142857143,516.39,0.32909999999999995
265,266,CCJ,0.3952569169960475,9.42,0.4395
266,267,CCNE,0.8849557522123894,404.25,0.09759999999999999
268,269,CCRN,0.33444816053511706,1.05,0.8731
269,270,CCXI,0.15503875968992248,1.66,0.5061
271,272,CDEV,1.5625,1.72,0.1886
273,274,CDNS,0.06269592476489029,43.71,0.17329999999999998
274,275,CDR,0.7299270072992701,393.58,0.8305
275,276,CEIX,0.341296928327645,1.92,2.2382
276,277,CELH,0.04032258064516129,5.26,0.20879999999999999
279,280,CEPU,inf,468.78,0.32770000000000005
280,281,CEQP,0.6024096385542169,2.48,0.005
281,282,CERE,0.1277139208173691,4.08,0.28850000000000003
282,283,CERS,0.0819672131147541,959.25,0.1379
283,284,CF,0.22075055187637968,17.29,0.8906000000000001
284,285,CFB,0.9433962264150942,632.12,0.0038
285,286,CFBK,0.9615384615384615,107.81,0.0661
286,287,CFIV,0.78125,626.45,0.0123
287,288,CFR,0.4608294930875576,7.64,0.2188
288,289,CFVI,0.684931506849315,387.37,0.032799999999999996
290,291,CGBD,1.2987012987012987,682.38,0.025
292,293,CHCO,0.5128205128205129,1.21,0.1338
293,294,CHD,0.14903129657228018,22.9,0.07519999999999999
294,295,CHDN,0.03947887879984209,7.8,0.1861
295,296,CHE,0.08896797153024912,7.39,0.0695
296,297,CHEF,0.24813895781637715,1.4,0.45799999999999996
297,298,CHH,0.04844961240310077,6.47,0.0408
298,299,CHK,0.5025125628140703,10.71,0.8813
299,300,CHKP,0.19801980198019803,15.82,0.023700000000000002
300,301,CHMG,0.8771929824561404,212.18,0.0085
301,302,CHNG,0.42372881355932207,7.45,0.0626
302,303,CHRD,0.6578947368421053,4.81,0.6379
303,304,CHRW,0.1592356687898089,12.47,0.08380000000000001
304,305,CHT,11.11111111111111,31.65,0.005699999999999999
305,306,CI,0.5263157894736842,84.2,0.20629999999999998
306,307,CIG,0.8771929824561404,5.04,0.2164
307,308,CIGI,0.0998003992015968,5.15,0.0782
308,309,CIO,1.3333333333333333,562.67,0.1093
309,310,CIVI,1.0416666666666667,4.35,0.43979999999999997
310,311,CIX,0.3676470588235294,5.48,0.0706
311,312,CKX,0.7692307692307692,21.53,0.2198
312,313,CLAS,0.7751937984496123,318.65,0.0113
313,314,CLBK,0.4566210045662101,2.4,0.26890000000000003
315,316,CLDT,1.3513513513513513,565.0,0.0305
316,317,CLFD,0.11441647597254004,1.06,1.3196
317,318,CLH,0.3246753246753247,4.83,0.005
319,320,CLPR,0.15479876160990713,135.29,0.07719999999999999
320,321,CLR,0.33222591362126247,24.03,1.0687
321,322,CLS,1.2048192771084338,1.24,0.4251
322,323,CLW,0.8849557522123894,594.28,0.266
323,324,CMA,0.6493506493506493,9.75,0.22649999999999998
324,325,CMC,0.7246376811594204,4.2,0.2082
326,327,CME,0.3787878787878788,72.38,0.0026
327,328,CMRE,1.2658227848101264,1.4,0.21309999999999998
328,329,CMS,0.35335689045936397,18.73,0.0571
329,330,CNA,0.9259259259259258,11.54,0.0435
330,331,CNC,0.5102040816326531,51.11,0.2799
331,332,CNCE,0.4310344827586207,230.91,0.43920000000000003
332,333,CNI,0.2066115702479339,79.99,0.1375
333,334,CNK,0.12903225806451613,2.21,0.247
334,335,CNOB,1.0526315789473684,953.81,0.011000000000000001
335,336,CNP,0.49019607843137253,18.42,0.1962
336,337,CNQ,0.5025125628140703,58.15,0.6286
337,338,CNR,0.4347826086956522,3.13,0.5794
338,339,CNVY,0.7042253521126761,766.3,0.32780000000000004
339,340,CNX,0.7142857142857143,3.38,0.44409999999999994
340,341,CNXN,0.5882352941176471,1.18,0.0929
341,342,COGT,0.2150537634408602,1.05,0.8154
342,343,COKE,0.2159827213822894,4.87,0.2482
343,344,COLI,0.7751937984496123,423.2,0.0103
347,348,CONX,0.7633587786259541,928.94,0.011699999999999999
348,349,COOL,0.7692307692307692,493.71,0.018600000000000002
349,350,COOP,1.3513513513513513,2.9,0.22210000000000002
350,351,COP,0.4273504273504274,112.68,0.67
352,353,CORT,0.1383125864453665,2.97,0.3543
353,354,COST,0.08650519031141868,225.59,0.2561
356,357,CP,0.49504950495049505,89.75,0.0432
357,358,CPB,0.23255813953488372,14.65,0.0547
358,359,CPE,0.7352941176470588,2.53,0.0892
359,360,CPG,1.5384615384615383,5.4,1.3113
360,361,CPHC,0.5780346820809249,112.66,0.6859999999999999
361,362,CPK,0.35587188612099646,2.24,0.0741
362,363,CPLP,2.0408163265306123,257.83,0.2477
363,364,CPRX,0.2293577981651376,942.25,0.6643000000000001
364,365,CPSI,0.49504950495049505,468.87,0.0444
365,366,CPSS,0.7692307692307692,225.81,1.3915
366,367,CPUH,0.7692307692307692,1.06,0.0124
368,369,CR,0.32573289902280134,5.1,0.0661
369,370,CRAI,0.3076923076923077,662.37,0.1442
371,372,CRC,0.4444444444444444,3.14,0.6254
372,373,CRGE,0.06357279084551812,643.98,0.0029
373,374,CRHC,0.7299270072992701,1.03,0.0143
374,375,CRK,0.29940119760479045,2.91,1.3066
375,376,CRNX,0.3125,1.1,0.045700000000000005
376,377,CRT,0.031084861672365557,100.57,0.6418
377,378,CRU,0.7575757575757576,318.25,0.0176
378,379,CRVL,0.07905138339920949,2.61,0.15039999999999998
379,380,CSGS,0.2114164904862579,1.97,0.3608
380,381,CSL,0.1953125,13.36,0.3759
381,382,CSTR,0.8130081300813008,434.08,0.021099999999999997
382,383,CSV,0.19157088122605365,595.68,0.17190000000000003
383,384,CTAQ,0.7575757575757576,506.03,0.0175
384,385,CTAS,0.08237232289950576,39.45,0.021400000000000002
385,386,CTBI,0.8849557522123894,726.93,0.0677
387,388,CTO,1.1363636363636365,377.97,0.2152
389,390,CTRA,0.5154639175257733,22.16,0.9173
390,391,CTS,0.4115226337448559,1.13,0.0818
391,392,CTSH,0.3389830508474576,34.39,0.0144
392,393,CTVA,0.6578947368421053,38.51,0.313
393,394,CUBI,0.9803921568627451,1.19,0.0956
394,395,CVBF,0.5747126436781609,3.47,0.303
395,396,CVCO,0.3952569169960475,2.02,0.0818
396,397,CVE,0.5263157894736842,34.09,1.2712999999999999
397,398,CVEO,0.819672131147541,368.28,0.38880000000000003
398,399,CVI,0.2061855670103093,3.01,1.4037
399,400,CVII,0.7692307692307692,1.69,0.0040999999999999995
400,401,CVLG,0.7407407407407407,449.59,0.5644
401,402,CVLY,0.8474576271186441,214.09,0.0174
402,403,CVR,1.075268817204301,27.07,0.0698
403,404,CVS,0.5813953488372093,123.54,0.1998
404,405,CVV,1.0,28.55,0.0317
405,406,CVX,0.5235602094240838,280.6,0.507
406,407,CW,0.35714285714285715,5.14,0.2004
407,408,CWBC,0.8620689655172414,121.38,0.060599999999999994
408,409,CWCO,0.7092198581560284,219.44,0.2064
409,410,CWEN,0.4484304932735426,2.78,0.32189999999999996
410,411,CWEN-A,0.47846889952153115,6.61,0.2809
411,412,CWST,0.11428571428571428,3.83,0.1499
412,413,CXW,1.0204081632653061,1.34,0.1822
413,414,CYAN,1.0638297872340425,17.91,0.045899999999999996
414,415,CYBR,0.12315270935960593,5.46,0.0005
415,416,CYTK,0.03427004797806717,3.99,0.4807
416,417,CYXT,0.32573289902280134,2.08,0.31
417,418,D,0.4081632653061224,62.76,0.0253
418,419,DAC,1.7543859649122808,1.29,0.042699999999999995
422,423,DBI,0.390625,1.01,0.0756
426,427,DCOM,0.8620689655172414,1.19,0.0379
427,428,DCP,0.7692307692307692,6.42,0.22699999999999998
428,429,DDS,0.3831417624521073,3.7,0.3615
430,431,DFIN,0.33670033670033667,990.74,0.0472
431,432,DG,0.10638297872340426,56.65,0.094
432,433,DGICA,1.0204081632653061,515.75,0.0711
433,434,DGII,0.5235602094240838,894.71,0.38420000000000004
434,435,DGX,0.3921568627450981,15.73,0.003
436,437,DHIL,0.3076923076923077,573.71,0.2586
438,439,DHT,0.9009009009009008,1.11,0.2018
439,440,DHX,0.47393364928909953,234.65,0.5029
441,442,DINO,1.0101010101010102,9.92,0.6709
442,443,DIT,0.7462686567164178,113.86,0.3454
446,447,DK,0.47846889952153115,1.62,0.5193
448,449,DKS,0.31347962382445144,7.27,0.0102
449,450,DLCA,0.7692307692307692,254.82,0.0239
450,451,DLHC,0.4098360655737705,192.27,0.47979999999999995
452,453,DLNG,2.2222222222222223,174.73,0.1333
453,454,DLTR,0.2150537634408602,38.4,0.7368000000000001
454,455,DMLP,0.16260162601626016,982.31,0.7145999999999999
455,456,DNN,0.3623188405797102,962.58,0.2541
456,457,DNOW,0.6622516556291391,1.1,0.1598
457,458,DNP,0.8620689655172414,3.77,0.0478
460,461,DORM,0.2610966057441253,3.58,0.1259
461,462,DOX,0.3436426116838488,10.33,0.10980000000000001
462,463,DQ,0.4310344827586207,5.28,0.048499999999999995
463,464,DRE,0.27624309392265195,22.07,0.1736
464,465,DRH,0.8064516129032259,1.84,0.0471
465,466,DRTS,0.6944444444444444,697.69,0.0746
466,467,DRVN,0.3484320557491289,4.82,0.0434
467,468,DSAC,0.6993006993006994,218.04,0.028900000000000002
468,469,DSGN,0.3333333333333333,1.05,0.11359999999999999
469,470,DSKE,0.30959752321981426,425.76,0.1067
470,471,DSX,1.0638297872340425,408.41,0.3533
472,473,DTE,0.37037037037037035,23.91,0.0895
473,474,DTM,0.8,4.76,0.23309999999999997
474,475,DUK,0.5847953216374269,80.89,0.0159
476,477,DVAX,0.15873015873015872,1.78,0.585
477,478,DVN,0.24813895781637715,36.83,1.3643
479,480,DWIN,0.7299270072992701,259.19,0.0297
483,484,DXLG,0.25,246.0,0.22899999999999998
484,485,DXPE,0.6097560975609756,578.8,0.0521
485,486,DXR,0.2808988764044944,51.63,0.3128
486,487,DY,0.25510204081632654,2.99,0.5688
488,489,E,1.1627906976744187,40.78,0.039900000000000005
489,490,EBC,0.9259259259259258,3.4,0.0453
490,491,EBF,0.5649717514124294,539.45,0.0768
492,493,ECPG,0.7692307692307692,1.57,0.4322
493,494,ED,0.625,32.48,0.2501
494,495,EDAP,0.2127659574468085,235.19,0.2332
495,496,EDN,3.3333333333333335,225.13,0.0355
498,499,EFSC,0.8695652173913044,1.54,0.0054
501,502,EGLE,1.0416666666666667,665.64,0.35119999999999996
502,503,EGY,0.5,310.41,1.2373
504,505,EIG,0.970873786407767,1.12,0.0242
505,506,EIGR,0.3246753246753247,372.2,0.07200000000000001
507,508,EIX,0.5847953216374269,23.39,0.09699999999999999
508,509,ELA,0.14306151645207438,215.4,1.0551000000000001
509,510,ELF,0.18761726078799248,1.65,0.29969999999999997
510,511,ELP,0.24630541871921185,3.33,0.1416
511,512,ELSE,0.6622516556291391,19.91,0.0924
512,513,ELV,0.29940119760479045,114.4,0.2939
513,514,EMCF,0.9174311926605504,89.49,0.22940000000000002
516,517,ENB,0.47619047619047616,87.28,0.14150000000000001
518,519,ENLC,0.2849002849002849,4.37,0.7726999999999999
519,520,ENPH,0.011531365313653136,29.1,0.2908
520,521,ENSV,0.25,21.45,0.45740000000000003
521,522,ENTA,0.3424657534246575,1.03,0.2078
522,523,ENVA,0.9900990099009901,1.04,0.0709
523,524,EOG,0.35714285714285715,59.34,0.5413
524,525,EOLS,0.09285051067780874,725.12,0.2304
525,526,EP,0.07751937984496124,177.71,0.2754
526,527,EPD,0.4629629629629629,55.01,0.0897
527,528,EPHY,0.7575757575757576,502.45,0.0113
528,529,EPM,0.33444816053511706,195.06,0.4213
529,530,EPR,0.6666666666666666,3.79,0.049100000000000005
530,531,EPSN,0.5813953488372093,139.34,0.1825
532,533,EPWR,0.7692307692307692,341.16,0.0040999999999999995
533,534,EQBK,0.9009009009009008,474.05,0.0622
534,535,EQC,0.9009009009009008,3.08,0.0311
535,536,EQNR,0.38910505836575876,106.79,0.8356999999999999
536,537,EQS,1.25,29.06,0.114
537,538,EQT,0.5586592178770949,14.27,1.0819
538,539,ERF,0.18450184501845018,3.13,1.2856999999999998
539,540,ERIE,0.13333333333333333,8.76,0.0489
540,541,ERII,0.1597444089456869,1.11,0.0158
542,543,ESEA,0.6329113924050632,166.52,0.2968
543,544,ESLT,0.24630541871921185,10.22,0.8740000000000001
544,545,ESQ,0.5434782608695652,272.03,0.5074000000000001
545,546,ESSA,1.282051282051282,179.54,0.0415
546,547,ESSC,0.3460207612456747,73.35,0.011899999999999999
547,548,ESTE,0.9523809523809523,1.73,0.3652
548,549,ET,0.8064516129032259,31.66,0.12029999999999999
549,550,ETAC,0.7518796992481203,762.76,0.0256
550,551,ETB,0.9615384615384615,455.51,0.0104
551,552,ETR,0.5235602094240838,22.34,0.08470000000000001
554,555,EURN,0.7575757575757576,2.68,0.6036
555,556,EVA,0.1347708894878706,4.04,0.2104
556,557,EVH,0.21008403361344538,2.93,0.5079
557,558,EVRG,0.625,14.72,0.0039000000000000003
558,559,EWBC,0.5747126436781609,9.52,0.052300000000000006
560,561,EXC,0.5494505494505494,42.76,0.35229999999999995
561,562,EXEL,0.32894736842105265,7.01,0.33990000000000004
562,563,EXLS,0.14245014245014245,4.78,0.3832
563,564,EXPO,0.07880220646178093,4.74,0.0276
564,565,EXR,0.1388888888888889,22.83,0.0216
565,566,EXTR,0.07168458781362008,1.34,0.10880000000000001
566,567,EYPT,0.4366812227074236,287.84,0.3096
567,568,EZPW,1.5873015873015872,418.62,0.3003
569,570,FANG,0.6172839506172839,20.22,0.6215999999999999
571,572,FBIZ,0.8928571428571428,260.99,0.2278
572,573,FBK,0.7194244604316548,1.84,0.1294
573,574,FBP,0.625,2.73,0.3057
574,575,FC,0.10482180293501049,692.59,0.4518
575,576,FCAX,0.7692307692307692,493.5,0.0051
576,577,FCBC,0.8264462809917356,495.14,0.0771
577,578,FCF,0.8130081300813008,1.28,0.0692
579,580,FCN,0.2577319587628866,6.43,0.3822
580,581,FCUV,0.020863759649488837,588.74,3.4733
582,583,FDS,0.08361204013377926,15.05,0.18530000000000002
583,584,FDUS,0.9900990099009901,453.56,0.154
584,585,FE,0.4048582995951417,21.58,0.014499999999999999
585,586,FEDU,2.5,29.09,12.966
587,588,FEN,0.9174311926605504,310.94,0.1714
588,589,FENC,0.07315288953913679,165.25,0.0031
590,591,FFBW,1.1904761904761905,75.43,0.058899999999999994
591,592,FFIC,0.9900990099009901,648.24,0.053399999999999996
592,593,FGBI,0.7194244604316548,258.41,0.4719
593,594,FHI,0.3546099290780142,3.03,0.0692
594,595,FHN,0.6329113924050632,11.42,0.46240000000000003
595,596,FHTX,0.11695906432748537,585.24,0.5714
598,599,FINM,0.7692307692307692,509.17,0.018600000000000002
600,601,FITB,0.7575757575757576,22.71,0.0012
601,602,FIX,0.273972602739726,3.16,0.2279
602,603,FIZZ,0.05443658138268916,4.46,0.15
603,604,FLME,0.8,352.57,0.0187
604,605,FLNG,0.5681818181818182,1.52,1.1817
605,606,FLO,0.25510204081632654,5.73,0.1059
606,607,FLR,0.4166666666666667,3.41,0.5996
607,608,FMAO,0.7042253521126761,401.27,0.43700000000000006
608,609,FMC,0.2336448598130841,12.96,0.0067
610,611,FMNB,0.7692307692307692,502.95,0.0161
611,612,FNB,1.3513513513513513,3.91,0.0504
612,613,FNCB,0.9009009009009008,154.28,0.062
